longitude,latitude,Industry
-114.4287,32.6486,p
-71.3389,41.7731,p
-121.2788,39.551,p
-115.9493,46.3838,p
-106.6252,35.0841,p
-83.2095,42.3174,p
-70.9661,42.2422,p
-93.6354,43.2632,p
-101.22,32.039,p
-75.2159,43.4425,p
-118.1961,34.0714,p
-74.2098,39.8154,p
-121.6319,39.8693,p
-91.1872,30.4992,p
-96.5417,28.6917,p
-96.4916,32.7563,p
-84.9688,32.3524,p
-119.1322,39.1281,p
-99.9497,37.7328,p
-95.2269,35.8693,p
-82.1401,33.3866,p
-145.7166,63.9736,p
-72.1022,41.4711,p
-110.35,31.5553,p
-84.2431,35.7917,p
-104.796,40.0922,p
-73.5841,43.1609,p
-81.7831,26.6967,p
-82.5086,36.4982,p
-106.4123,48.0122,p
-98.5539,43.0653,p
-104.8742,40.2461,p
-81.5954,31.9047,p
-78.8539,43.0483,p
-88.4969,43.6161,p
-78.8633,40.0853,p
-114.9494,42.8581,p
-122.6712,44.4146,p
-122.0589,38.0244,p
-76.453,40.8112,p
-122.0928,38.2322,p
-117.1125,34.6231,p
-121.9325,38.6928,p
-117.3072,34.5619,p
-117.5294,34.0847,p
-116.7492,33.9142,p
-116.815,33.9172,p
-121.5217,37.7142,p
-121.8181,38.42,p
-122.1939,40.1111,p
-104.6875,38.5569,p
-108.4814,36.69,p
-119.4181,45.7286,p
-119.4533,45.6447,p
-83.5025,45.0933,p
-106.5933,31.8111,p
-92.165,34.6968,p
-79.0111,39.6411,p
-73.6917,42.7876,p
-87.3781,40.6206,p
-87.3336,40.5839,p
-88.2089,44.3204,p
-68.8658,44.0942,p
-94.7075,43.6728,p
-88.3522,41.7128,p
-79.5519,35.2206,p
-71.9606,41.4731,p
-71.4361,42.2979,p
-84.8956,42.8686,p
-104.682,39.9411,p
-84.2111,39.7272,p
-120.807,37.8304,p
-74.7016,41.1666,p
-118.4134,34.1039,p
-83.3708,35.2194,p
-98.9508,40.0892,p
-73.9725,44.4372,p
-71.3936,42.0406,p
-71.3917,42.0542,p
-93.3365,42.6067,p
-73.1163,41.7989,p
-92.4656,44.0206,p
-71.6446,43.4461,p
-78.1678,36.0975,p
-78.1525,36.1269,p
-122.2928,37.5425,p
-92.4651,45.6548,p
-78.0975,39.1408,p
-122.365,47.0797,p
-122.3657,47.0861,p
-90.3173,37.5717,p
-122.4358,48.4558,p
-89.9144,38.4256,p
-88.859,39.1033,p
-80.9972,35.4276,p
-95.4075,28.9913,p
-95.3954,28.9888,p
-108.3628,32.6618,p
-108.0847,32.8561,p
-96.1131,31.8907,p
-70.9808,41.7664,p
-118.0376,33.8926,p
-74.5278,40.3763,p
-106.7959,42.4766,p
-85.9761,43.4597,p
-83.1614,41.3771,p
-91.2597,43.8292,p
-83.4407,42.2143,p
-120.4061,39.078,p
-86.2592,41.8203,p
-74.1302,40.1097,p
-75.0122,40.5217,p
-74.9769,40.5144,p
-75.0181,40.4825,p
-120.0998,36.617,p
-120.1051,36.6168,p
-76.4442,39.9589,p
-119.7035,36.9977,p
-80.9856,36.7151,p
-71.8917,41.8628,p
-119.3216,35.3951,p
-104.7069,38.6281,p
-105.0047,40.0294,p
-72.5911,42.1483,p
-121.1307,37.3799,p
-97.181,36.8389,p
-108.7347,39.1364,p
-119.14,39.1281,p
-100.3808,44.3681,p
-117.8931,33.8617,p
-93.7924,33.6094,p
-91.9478,38.8681,p
-76.419,43.3241,p
-74.4739,43.0142,p
-70.6158,41.7744,p
-88.9016,39.779,p
-95.7761,43.5861,p
-81.0122,35.1897,p
-92.8511,43.9785,p
-80.47,25.4756,p
-74.5917,41.1892,p
-121.8336,38.3147,p
-82.0555,29.1229,p
-121.3992,39.0728,p
-118.3694,35.1553,p
-76.5019,36.2483,p
-89.545,43.1244,p
-91.8778,43.9917,p
-76.4931,40.3664,p
-80.8838,41.148,p
-72.4186,43.6321,p
-73.1954,44.0858,p
-73.0085,44.4269,p
-72.5105,44.1361,p
-73.1032,44.4655,p
-95.2894,36.1903,p
-83.55799999999999,42.3953,p
-85.0058,42.3563,p
-80.668,35.3533,p
-117.8219,33.613,p
-71.1065,41.7487,p
-93.0556,44.787,p
-97.6203,30.3431,p
-104.4,33.3,p
-89.1731,41.6436,p
-76.7355,40.0439,p
-111.9289,40.7686,p
-85.9708,34.0128,p
-82.3964,29.7675,p
-78.653,34.499,p
-119.7645,39.3732,p
-119.7489,39.3887,p
-156.8736,64.7442,p
-123.1778,42.8489,p
-82.7939,40.7303,p
-82.789,40.7167,p
-93.9539,39.9172,p
-86.4006,36.3156,p
-108.4265,35.4883,p
-171.7124,63.7771,p
-86.4795,31.4033,p
-119.7094,36.7839,p
-100.8956,37.9703,p
-93.3736,42.2244,p
-69.7857,44.2218,p
-94.8903,38.8308,p
-72.0308,42.5864,p
-72.7308,42.5914,p
-108.8644,44.7264,p
-116.5431,33.8906,p
-116.5825,33.9053,p
-95.2447,38.2697,p
-78.7931,34.3253,p
-101.4115,47.4945,p
-75.4994,39.1872,p
-71.5094,43.1655,p
-72.02,41.3367,p
-87.3289,41.6224,p
-77.592,36.468,p
-66.7346,18.0941,p
-66.7305,18.0727,p
-92.476,42.512,p
-117.2467,32.6792,p
-77.8115,36.4991,p
-81.1383,35.2747,p
-81.5975,35.1381,p
-77.6561,36.5147,p
-81.2052,35.2891,p
-81.2092,35.3017,p
-76.8036,36.4508,p
-120.1142,36.1764,p
-111.8314,41.1365,p
-77.5097,38.7253,p
-121.7587,38.0175,p
-110.8197,32.1028,p
-80.8906,38.2192,p
-97.4815,42.8488,p
-120.2051,34.4751,p
-159.6294,21.9178,p
-84.7039,45.0306,p
-84.7218,45.0046,p
-89.8575,30.7811,p
-91.0,30.2,p
-90.9921,30.209,p
-112.1019,43.4202,p
-74.4676,40.8484,p
-73.1075,41.2108,p
-72.5767,41.5544,p
-117.2996,33.2111,p
-109.7542,41.5933,p
-70.9739,42.45,p
-80.1055,41.1694,p
-70.8597,43.2597,p
-86.5254,32.3102,p
-82.1158,38.9347,p
-78.8755,42.871,p
-76.4405,39.3716,p
-83.6694,43.0851,p
-90.1485,41.4515,p
-114.9981,33.665,p
-80.91,41.795,p
-88.2711,41.8911,p
-91.2325,43.5589,p
-83.3606,41.5092,p
-115.2637,32.7757,p
-115.2637,32.7757,p
-104.8169,38.8814,p
-85.426,43.8393,p
-149.7167,61.2297,p
-96.3617,42.2998,p
-96.3617,42.3006,p
-86.2441,39.9026,p
-105.6978,39.6919,p
-79.3161,33.4536,p
-83.7656,33.965,p
-84.12200000000001,33.2442,p
-84.0334,34.1271,p
-73.07,44.6617,p
-84.3869,33.7575,p
-82.41,32.883,p
-79.357,37.534,p
-87.1116,31.076999999999998,p
-85.0951,31.166,p
-88.0252,32.2268,p
-89.8964,44.3142,p
-91.975,33.1421,p
-90.0809,31.6285,p
-81.6809,29.6807,p
-91.28,30.6547,p
-123.9319,44.6119,p
-123.4066,46.153999999999996,p
-122.7195,38.751999999999995,p
-122.7117,38.7492,p
-91.1167,33.35,p
-101.1408,41.0808,p
-88.1496,43.1952,p
-80.2546,36.2463,p
-75.0186,39.4967,p
-77.1253,39.9503,p
-122.745,38.777,p
-85.035,38.7497,p
-121.9687,37.400999999999996,p
-96.0818,30.6199,p
-87.7658,38.3722,p
-88.3987,40.4705,p
-120.3161,36.5303,p
-112.8814,32.9408,p
-112.6944,32.975,p
-112.6944,32.975,p
-75.1639,40.5658,p
-111.8024,33.3559,p
-112.6658,33.0264,p
-71.0559,42.3436,p
-94.3272,41.4961,p
-71.7228,44.4122,p
-121.5363,36.999,p
-121.5367,37.0001,p
-94.8393,37.5077,p
-121.9462,48.888000000000005,p
-89.1481,43.5639,p
-79.041,40.0067,p
-87.0036,45.8475,p
-85.9575,36.9874,p
-88.61200000000001,36.2454,p
-72.9758,43.6368,p
-111.4839,36.9366,p
-81.2147,38.1483,p
-75.9612,44.0006,p
-101.7564,46.8214,p
-118.1494,34.126,p
-94.1582,44.7709,p
-112.3064,33.5403,p
-104.74,47.0539,p
-104.9555,42.4673,p
-145.5325,62.1104,p
-115.2937,42.95399999999999,p
-105.8353,43.0181,p
-73.6475,40.8271,p
-78.3906,43.2358,p
-73.6478,40.8275,p
-74.3928,40.5754,p
-75.1229,39.7808,p
-117.0995,33.1185,p
-135.2123,59.5357,p
-85.0805,32.6097,p
-100.7914,31.9519,p
-77.5081,38.7405,p
-134.4174,58.3107,p
-116.3546,32.7021,p
-118.3868,34.839,p
-121.6404,37.7133,p
-102.21,35.2436,p
-118.0536,33.9142,p
-118.0522,33.9119,p
-113.9255,42.4368,p
-104.212,38.935,p
-120.833,45.8114,p
-82.042,27.9821,p
-98.4667,31.3833,p
-97.4552,29.4972,p
-101.7052,39.3416,p
-99.3617,38.9303,p
-120.5212,45.7818,p
-115.4114,35.8094,p
-101.5656,36.5414,p
-73.0194,41.9886,p
-94.2142,29.9728,p
-74.9836,42.5025,p
-88.5999,40.1069,p
-121.8433,38.2268,p
-91.7855,46.2367,p
-110.3378,46.4119,p
-97.5217,37.7903,p
-78.2035,38.1247,p
-87.1965,33.6443,p
-121.2086,48.6981,p
-73.1693,44.49,p
-71.1954,44.4083,p
-111.8364,43.4671,p
-123.4347,40.37,p
-76.6047,39.2663,p
-75.3391,43.6126,p
-74.0051,40.6635,p
-94.289,42.2828,p
-74.0654,40.7601,p
-74.0774,40.7731,p
-111.794,42.5367,p
-94.7498,43.2397,p
-97.4033,48.43,p
-71.6626,42.2255,p
-71.6792,42.1992,p
-98.6117,33.1344,p
-79.0144,34.3097,p
-74.5106,41.8592,p
-90.6693,30.054000000000002,p
-76.4208,43.3234,p
-105.8683,40.1464,p
-72.5472,42.2273,p
-94.5811,39.1119,p
-83.7251,42.9088,p
-118.9773,47.9575,p
-91.0478,32.0081,p
-86.2379,43.0598,p
-89.9721,29.2521,p
-94.3699,42.0296,p
-90.3572,47.7503,p
-92.705,43.7189,p
-87.6494,45.3547,p
-88.6836,41.2269,p
-88.7583,41.1434,p
-88.6836,41.2269,p
-89.5112,37.6577,p
-108.3456,39.1017,p
-85.9012,42.9531,p
-116.0934,42.9896,p
-98.4283,42.6081,p
-89.7917,45.3019,p
-101.3108,35.2383,p
-117.0588,33.2704,p
-84.5237,42.7729,p
-84.6957,42.791000000000004,p
-86.28,42.1758,p
-75.9137,40.1746,p
-111.7821,40.6192,p
-94.1408,45.5756,p
-90.1283,38.6972,p
-95.5345,44.8117,p
-95.557,44.8047,p
-81.3928,35.7811,p
-113.2264,37.7751,p
-113.322,37.7989,p
-112.9889,38.4028,p
-71.2925,44.7044,p
-71.4261,42.9042,p
-98.3384,30.555999999999997,p
-81.9827,33.477,p
-95.8844,45.8033,p
-97.7053,36.9708,p
-80.1631,39.5618,p
-97.6963,36.9271,p
-92.678,45.7792,p
-78.5939,36.4117,p
-117.5343,34.0903,p
-85.579,42.3068,p
-121.9436,37.3682,p
-121.6942,38.5003,p
-121.6942,38.5003,p
-84.4622,43.4081,p
-84.4975,43.4339,p
-76.6911,37.1575,p
-100.3782,37.6133,p
-84.6906,44.6049,p
-75.1881,39.9422,p
-123.48,46.9692,p
-118.2782,34.1556,p
-98.8689,38.41,p
-80.8917,34.5592,p
-85.6341,35.8067,p
-71.9989,44.5002,p
-74.181,40.9153,p
-68.7044,45.6472,p
-99.596,36.1665,p
-93.5283,41.5563,p
-83.0514,42.3678,p
-105.8909,37.6855,p
-95.7803,43.5861,p
-121.4647,38.282,p
-121.4613,38.2836,p
-88.0303,44.4936,p
-84.5489,38.3453,p
-95.9346,35.9833,p
-85.9272,41.5367,p
-94.75399999999999,41.373000000000005,p
-77.2697,35.8317,p
-81.9653,26.7908,p
-73.6902,42.7481,p
-75.2627,40.8592,p
-135.1227,56.9863,p
-70.5319,41.6694,p
-106.3327,39.8788,p
-79.0706,39.8514,p
-99.4112,33.6282,p
-99.5329,33.646,p
-122.5494,44.4494,p
-94.9328,29.3781,p
-116.7167,33.9014,p
-122.5479,42.1212,p
-82.8088,38.3967,p
-92.1625,45.3903,p
-96.4331,44.0208,p
-87.7811,32.6017,p
-88.0849,41.7338,p
-94.4606,41.3039,p
-94.485,41.29,p
-111.963,47.723,p
-76.9483,42.6789,p
-81.5184,30.1591,p
-121.6961,39.0529,p
-121.6397,39.1365,p
-72.3758,41.1055,p
-95.2194,29.8222,p
-99.3444,37.5499,p
-82.8594,38.6472,p
-84.6151,40.0758,p
-112.7358,38.2561,p
-82.6964,43.1056,p
-94.2982,38.8615,p
-82.6964,43.1056,p
-91.9953,35.5207,p
-118.3516,34.2079,p
-71.5679,43.0168,p
-97.2584,27.8893,p
-121.6842,39.3733,p
-121.6817,39.3733,p
-87.4361,41.5214,p
-114.1333,35.054,p
-117.1514,46.7289,p
-92.7489,41.7529,p
-121.2792,39.8893,p
-105.3565,39.9456,p
-117.0064,32.7797,p
-98.0987,45.3735,p
-71.8189,43.7681,p
-122.4947,45.5558,p
-117.3812,43.9367,p
-71.0372,42.7511,p
-92.7723,42.3631,p
-98.1419,29.6244,p
-104.7606,42.2899,p
-119.6506,36.1639,p
-70.2094,44.1529,p
-101.4736,32.2403,p
-86.3939,34.4213,p
-145.2531,66.5663,p
-97.6249,29.4952,p
-97.4919,29.4681,p
-85.0975,32.6078,p
-80.1589,34.4017,p
-82.4231,27.9072,p
-83.8181,38.7,p
-121.8144,47.9084,p
-86.0524,33.7845,p
-158.0986,21.3,p
-110.9047,32.16,p
-118.2219,33.9986,p
-78.5945,35.56,p
-121.7963,37.2444,p
-120.2648,40.3683,p
-87.5028,37.6469,p
-84.3873,40.3988,p
-84.4016,40.3904,p
-78.1875,39.1325,p
-89.03299999999999,42.5788,p
-72.6686,41.7614,p
-111.8417,40.7631,p
-73.68,42.6969,p
-119.0203,36.9274,p
-99.4228,32.7683,p
-72.6036,42.2119,p
-96.235,44.2253,p
-72.5389,42.3521,p
-84.5194,38.0794,p
-79.9634,32.8265,p
-75.445,44.3117,p
-135.4462,59.2359,p
-117.9567,36.1097,p
-97.7356,30.2867,p
-78.9236,36.7817,p
-77.7114,36.4419,p
-78.8733,36.7014,p
-74.3944,40.5737,p
-96.7862,40.5587,p
-121.0419,38.957,p
-96.8319,47.3501,p
-155.4711,20.0939,p
-84.5543,39.4098,p
-76.9885,39.9087,p
-121.0895,40.2687,p
-84.5558,39.4128,p
-84.5183,39.3528,p
-74.6301,40.169000000000004,p
-79.7361,34.8423,p
-115.4633,43.0061,p
-85.3456,34.2528,p
-72.4388,42.0447,p
-75.3665,44.2965,p
-70.8406,42.9383,p
-155.9961,20.7658,p
-83.4425,42.5497,p
-93.63,43.0528,p
-68.1469,44.7608,p
-97.2192,32.7283,p
-79.8061,41.2908,p
-119.6292,36.3067,p
-119.6481,36.2701,p
-82.7833,38.5731,p
-74.9733,44.6192,p
-74.5906,40.0653,p
-104.9978,41.1397,p
-78.5108,35.3965,p
-118.2656,33.7706,p
-118.2303,33.7771,p
-97.4403,27.8322,p
-81.9636,27.6364,p
-81.0739,32.2988,p
-85.7258,37.7258,p
-94.2526,30.3038,p
-107.6,45.7578,p
-94.365,42.0822,p
-86.1969,39.7113,p
-77.0219,35.8308,p
-74.8789,43.1122,p
-72.1896,42.3084,p
-85.6299,43.4866,p
-76.245,42.448,p
-91.9923,30.1694,p
-95.3153,41.6445,p
-73.9156,40.7991,p
-74.2478,40.9039,p
-75.171,40.7553,p
-83.2287,40.7183,p
-113.1134,33.476,p
-78.1008,35.2119,p
-72.9144,42.7936,p
-101.7472,35.2982,p
-78.9556,35.6334,p
-85.616,33.2583,p
-72.5929,42.2052,p
-69.8658,45.4592,p
-74.1861,43.9719,p
-76.8539,40.2442,p
-94.4367,32.3958,p
-114.9024,36.4306,p
-94.2841,36.1855,p
-92.2166,34.5923,p
-93.4062,38.2623,p
-86.3663,43.7041,p
-72.6733,41.7631,p
-72.6509,41.7915,p
-82.8199,34.3396,p
-82.8219,34.3564,p
-74.0728,40.7828,p
-105.5322,43.8294,p
-83.2064,43.83,p
-83.1669,43.8556,p
-81.5906,28.3761,p
-120.3475,45.8131,p
-70.0919,41.6961,p
-92.8936,44.7,p
-92.8677,44.7602,p
-92.8249,44.7593,p
-121.5445,40.9293,p
-121.5487,40.9607,p
-89.4806,45.5711,p
-107.2597,32.63,p
-121.9204,40.8741,p
-121.8036,40.8981,p
-111.8873,46.7659,p
-90.08,40.2797,p
-82.8286,38.5967,p
-71.0926,42.7811,p
-84.5875,41.0161,p
-76.22,39.436,p
-79.3244,35.9483,p
-158.1139,21.3117,p
-155.8504,20.2573,p
-84.9914,33.3585,p
-72.3762,41.106,p
-93.4775,43.0472,p
-92.0622,42.9489,p
-81.1753,38.1478,p
-74.0151,40.9593,p
-94.4778,39.1306,p
-120.5744,45.52,p
-75.5072,39.7436,p
-107.185,40.4856,p
-118.0991,33.7647,p
-81.2353,35.5258,p
-120.5817,39.5657,p
-97.9894,29.7806,p
-118.8786,35.3253,p
-76.0409,40.9282,p
-114.09299999999999,42.6051,p
-76.0474,40.9495,p
-82.6022,31.8194,p
-114.3958,42.7628,p
-114.2774,34.1683,p
-85.0133,40.0667,p
-148.95,63.8542,p
-109.1296,44.5138,p
-89.01899999999999,40.537,p
-84.0805,39.7941,p
-87.42,41.6789,p
-111.4252,40.5037,p
-115.51799999999999,32.7146,p
-115.5406,32.7125,p
-97.5779,40.1879,p
-118.0147,35.2531,p
-118.0269,35.2536,p
-117.971,34.6543,p
-95.6333,29.7833,p
-73.9094,40.799,p
-74.4892,40.3739,p
-116.7008,45.2439,p
-118.9683,37.0293,p
-118.3952,35.0925,p
-118.3936,35.0908,p
-88.225,46.1311,p
-90.2097,33.5173,p
-86.5016,39.7615,p
-93.2542,44.9824,p
-89.315,41.3028,p
-77.5678,37.6788,p
-119.9044,36.2397,p
-119.8058,36.2188,p
-85.5039,39.9528,p
-83.8999,43.5951,p
-85.7773,38.5955,p
-76.5268,39.1781,p
-76.7994,38.5456,p
-96.9492,38.6658,p
-86.5339,45.7956,p
-74.9834,43.0336,p
-119.37,45.8042,p
-119.3133,45.794,p
-75.6511,44.0217,p
-76.4909,36.1303,p
-117.3781,34.435,p
-75.4042,44.6172,p
-79.4745,34.784,p
-75.0079,44.7052,p
-84.2677,34.0864,p
-92.935,47.4294,p
-120.7462,37.6215,p
-84.3361,33.665,p
-98.1758,26.3417,p
-98.4111,26.4656,p
-116.2714,43.6972,p
-82.6615,28.0033,p
-115.3561,35.6139,p
-93.7147,39.0733,p
-77.3817,43.0817,p
-93.1117,44.9314,p
-76.4961,43.4436,p
-117.3647,34.5953,p
-88.1997,45.2794,p
-75.3731,43.9247,p
-73.7492,44.6389,p
-105.9625,34.4667,p
-115.0367,42.88,p
-101.54,35.3503,p
-106.0111,41.6751,p
-79.9901,35.9244,p
-79.96,35.97,p
-79.9497,35.9861,p
-80.2339,35.6008,p
-78.4269,42.7794,p
-83.5049,33.8165,p
-81.20100000000001,35.3943,p
-120.4774,40.4128,p
-119.0305,35.509,p
-70.8697,42.6986,p
-88.7989,40.4792,p
-121.8053,38.1381,p
-73.0511,44.9336,p
-89.6849,38.7412,p
-78.6806,40.3196,p
-77.4519,35.3639,p
-95.6561,43.0803,p
-78.6908,40.3042,p
-77.99,35.4339,p
-74.9331,44.5306,p
-111.9641,41.129,p
-99.8417,39.3582,p
-85.9033,33.0007,p
-74.1653,41.1269,p
-104.9138,39.6419,p
-83.8932,45.0688,p
-122.4238,43.7107,p
-97.0606,47.3969,p
-82.3405,27.9549,p
-71.89399999999999,43.1139,p
-84.6319,41.9061,p
-80.6988,32.2089,p
-73.9792,40.7625,p
-90.2199,32.379,p
-81.87,27.7882,p
-70.7969,43.8525,p
-84.1775,35.1509,p
-117.9364,33.6228,p
-87.3083,41.5294,p
-103.3094,32.7283,p
-85.82,44.3629,p
-88.3022,41.9989,p
-74.155,40.8359,p
-73.6003,40.7139,p
-88.0575,30.7478,p
-84.3183,40.4885,p
-98.7747,38.513000000000005,p
-87.5686,46.5628,p
-100.9725,37.9308,p
-79.3006,37.5035,p
-91.1272,45.2236,p
-93.9983,38.7538,p
-96.8203,40.8247,p
-88.7584,39.2231,p
-75.1086,40.5997,p
-82.375,34.5275,p
-121.4289,36.8625,p
-71.4682,42.1696,p
-75.3361,44.2965,p
-102.0737,38.0327,p
-79.3408,34.7742,p
-88.2172,44.115,p
-87.4495,33.2553,p
-112.0047,46.9915,p
-95.7315,39.4735,p
-73.0663,40.817,p
-72.6824,42.1909,p
-79.1961,40.5128,p
-93.9064,44.4356,p
-118.315,33.8381,p
-82.3652,34.4413,p
-71.4657,43.1017,p
-135.4307,58.1064,p
-166.1019,61.5309,p
-105.9908,37.6919,p
-87.7992,40.3997,p
-87.2631,40.7178,p
-96.0433,46.2906,p
-114.738,36.0155,p
-114.738,36.0155,p
-96.2192,44.2275,p
-77.2811,37.2917,p
-74.7715,40.3483,p
-77.2816,37.2914,p
-77.283,37.2978,p
-117.8331,46.4211,p
-91.2471,42.3435,p
-118.2742,34.7089,p
-78.9672,33.8125,p
-111.7264,43.3864,p
-99.54,33.35,p
-100.0571,32.214,p
-111.344,33.5907,p
-116.2442,43.9041,p
-120.0082,45.5855,p
-111.4392,47.4983,p
-97.1797,35.5087,p
-92.8683,34.2976,p
-78.1566,42.4267,p
-90.7225,29.5806,p
-95.0839,29.7314,p
-95.2706,29.7198,p
-119.0831,34.1797,p
-90.54,38.6818,p
-75.0347,39.4889,p
-82.4389,27.9389,p
-77.5383,42.3153,p
-80.5431,35.2257,p
-74.1675,40.147,p
-73.9807,40.7052,p
-73.5956,43.2958,p
-104.8322,37.7722,p
-95.3206,34.0158,p
-101.3401,37.1642,p
-70.8564,42.2611,p
-124.2103,40.7415,p
-145.6794,60.6128,p
-114.0144,48.3415,p
-76.07,41.2006,p
-76.0683,41.2025,p
-72.2997,42.5537,p
-70.9602,42.8298,p
-111.0289,39.1747,p
-74.936,40.6278,p
-77.1648,39.8662,p
-77.1672,39.8725,p
-80.8329,35.3832,p
-111.0781,39.3792,p
-73.1961,44.0703,p
-73.2906,40.8814,p
-98.1722,44.3695,p
-120.0306,36.1814,p
-113.2975,37.1856,p
-86.1858,39.5879,p
-79.5667,36.2847,p
-97.8747,38.0906,p
-81.5158,35.2608,p
-94.3684,44.8957,p
-94.3493,44.8889,p
-132.8214,55.2049,p
-113.3489,33.027,p
-113.344,33.0257,p
-78.6916,43.1709,p
-111.7832,41.7437,p
-111.74600000000001,41.7464,p
-69.6192,44.563,p
-85.5381,41.9711,p
-111.3344,39.2056,p
-78.0061,42.2853,p
-117.0001,44.1513,p
-77.2375,38.6892,p
-77.2375,38.6892,p
-73.207,41.4725,p
-92.5119,44.0587,p
-116.333,43.443999999999996,p
-74.1601,40.4382,p
-76.548,39.27,p
-74.255,40.582,p
-74.257,40.583,p
-76.926,39.021,p
-115.2808,36.0689,p
-89.7993,35.19,p
-80.3838,25.7915,p
-76.0553,39.5608,p
-97.6903,30.557,p
-81.1738,32.1775,p
-90.2455,38.635,p
-82.4325,27.9539,p
-118.9469,34.9753,p
-74.8536,40.0139,p
-74.3836,40.4705,p
-88.4625,38.6658,p
-89.6847,38.7417,p
-86.8872,40.0531,p
-85.7747,40.2164,p
-86.9681,38.3196,p
-85.7709,39.9886,p
-86.0456,40.7678,p
-87.1364,40.9461,p
-84.895,39.8011,p
-86.7375,37.9461,p
-87.2092,38.6535,p
-86.3217,39.6947,p
-86.3155,39.6952,p
-86.3145,39.723,p
-122.9555,44.0569,p
-112.5264,36.9708,p
-74.2786,40.2675,p
-118.1244,33.9217,p
-117.0953,32.7917,p
-87.6285,41.8344,p
-94.98,39.4472,p
-118.8798,46.2498,p
-95.4204,42.3557,p
-74.7094,40.555,p
-81.1466,32.144,p
-115.6583,32.6633,p
-115.7793,32.7722,p
-115.5873,32.6711,p
-115.4975,33.2522,p
-115.4967,33.2458,p
-119.0386,35.4028,p
-100.5797,32.4969,p
-73.8125,43.25,p
-71.7806,43.5608,p
-67.5477,44.6781,p
-78.4543,42.0859,p
-76.4935,43.4717,p
-78.0772,42.6544,p
-68.6279,45.2537,p
-78.9182,42.9671,p
-91.4088,35.6784,p
-72.3222,42.2008,p
-72.5076,42.161,p
-72.4989,42.1514,p
-72.5242,42.1569,p
-73.9527,41.2706,p
-73.9526,41.2706,p
-80.7802,28.4932,p
-75.2341,38.5857,p
-80.7801,28.4932,p
-122.5356,39.0788,p
-87.4214,41.6844,p
-79.1594,40.6144,p
-86.2336,39.79,p
-93.5633,41.3595,p
-80.5125,27.0389,p
-116.553,33.9109,p
-89.6744,41.7682,p
-134.608,58.3676,p
-117.8456,34.0087,p
-117.4569,34.5531,p
-86.2377,39.7379,p
-85.9856,39.6628,p
-85.9856,39.6628,p
-86.2597,39.6594,p
-84.3889,33.7533,p
-89.0759,42.2989,p
-74.7643,43.06100000000001,p
-97.2428,27.8828,p
-87.8233,41.7775,p
-121.2614,37.9128,p
-80.2274,36.0338,p
-98.3854,30.7316,p
-117.1704,33.7388,p
-85.3275,34.2528,p
-76.5994,39.2837,p
-82.8903,35.4736,p
-82.3575,35.3689,p
-81.7642,35.3194,p
-82.35,35.3639,p
-81.7951,35.3782,p
-81.419,35.2598,p
-81.4133,35.7097,p
-78.3048,34.53,p
-79.108,34.859,p
-78.9436,34.9182,p
-79.3024,34.7116,p
-82.7103,35.6575,p
-77.6204,35.3917,p
-78.3297,35.041,p
-79.5,34.7587,p
-121.9655,40.400999999999996,p
-71.9419,42.5994,p
-121.17299999999999,38.6451,p
-121.1639,38.6436,p
-121.1626,38.646,p
-121.9638,37.3847,p
-81.5486,28.2628,p
-112.5802,39.5097,p
-149.911,61.169,p
-93.4043,48.6081,p
-93.7422,30.2178,p
-81.9531,33.3283,p
-77.1144,35.211999999999996,p
-80.6397,33.8872,p
-76.9128,36.6803,p
-79.3026,33.3602,p
-70.221,44.5037,p
-70.1873,44.4705,p
-87.3264,30.5966,p
-86.4718,32.4187,p
-93.1739,31.9033,p
-78.2137,34.3533,p
-70.2491,44.5034,p
-86.8709,32.426,p
-81.1242,32.1004,p
-94.0696,33.2553,p
-95.1114,33.9961,p
-90.7742,32.5292,p
-72.8275,42.1634,p
-89.5891,39.8233,p
-81.4079,31.7416,p
-95.3283,42.5539,p
-93.042,44.781000000000006,p
-95.4256,37.9231,p
-94.1406,43.0347,p
-90.6977,42.07,p
-94.8157,43.3853,p
-94.9803,43.445,p
-93.6394,42.0275,p
-70.8464,42.7172,p
-70.8419,42.7164,p
-80.82600000000001,35.7693,p
-122.4368,41.933,p
-71.2464,42.5829,p
-113.1516,37.7212,p
-114.9181,33.565,p
-99.7754,37.8183,p
-118.4822,35.6439,p
-111.396,44.4183,p
-88.2658,44.2761,p
-119.255,36.3875,p
-115.4525,35.5331,p
-115.4686,35.5561,p
-115.4825,35.5808,p
-82.6183,35.7716,p
-86.235,43.0706,p
-73.2081,44.4917,p
-81.626,30.3648,p
-86.2007,42.9103,p
-84.1017,37.8833,p
-98.3203,29.3097,p
-93.7601,32.5195,p
-83.6939,38.6361,p
-86.6186,36.1564,p
-101.8408,33.6039,p
-119.2567,37.1479,p
-96.7107,40.8079,p
-82.1961,33.6602,p
-98.3228,29.3081,p
-84.8639,30.7086,p
-120.3803,34.9494,p
-121.2775,37.8069,p
-149.61,61.286,p
-123.2005,44.1835,p
-93.9297,29.9635,p
-104.7736,40.0986,p
-74.6369,39.9928,p
-97.9574,33.101,p
-84.4758,33.8239,p
-96.4411,44.4233,p
-89.0286,30.4392,p
-71.9489,43.1106,p
-89.6606,37.3847,p
-82.6101,39.0441,p
-74.262,40.0927,p
-84.0401,40.4597,p
-84.3767,42.2488,p
-94.4115,39.0946,p
-81.9564,30.3207,p
-79.6214,36.2922,p
-74.5824,40.0637,p
